Record No,Order Priority,Sales,Discount,Ship Method,Customer Name,Region,Market Segment,Product Category 1,Product Category 2,Product Category 3,Product Category 4,Ship Container,Order ID,Ordered On,Delivered On,Product Inventory
427,4-NOT SPECIFIED,$323.09,11%,EXPRESS AIR,David Wiener,EAST,SMALL BUSINESS           ,FURNITURE,OFFICE FURNISHINGS,CLOCKS,"Contract Clock, 14"", Brown",SMALL BOX,10183,03/13/2008,03/28/2008,OUT OF STOCK
428,4-NOT SPECIFIED,$125.81,2%,REGULAR AIR,David Wiener,EAST,SMALL BUSINESS           ,OFFICE SUPPLIES,PAPER,COPY PAPER,Xerox 1978,SMALL BOX,10183,03/13/2008,03/29/2008,IN STOCK
429,4-NOT SPECIFIED,$618.71,12%,REGULAR AIR,David Wiener,EAST,SMALL BUSINESS           ,FURNITURE,OFFICE FURNISHINGS,FRAMES,Flat Face Poster Frame,WRAP BAG,10183,03/13/2008,03/30/2008,OUT OF STOCK
430,4-NOT SPECIFIED,$66.37,8%,REGULAR AIR,David Wiener,EAST,SMALL BUSINESS           ,TECHNOLOGY,COMPUTER PERIPHERALS,KEYBOARDS,Micro Innovations 104 Keyboard,SMALL BOX,10183,03/13/2008,03/30/2008,OUT OF STOCK
431,4-NOT SPECIFIED,$40.92,11%,EXPRESS AIR,David Wiener,EAST,SMALL BUSINESS           ,OFFICE SUPPLIES,PENS & ART SUPPLIES,PENCILS,Blackstonian Pencils,WRAP BAG,10183,03/13/2008,03/26/2008,OUT OF STOCK
432,1-URGENT,$786.87,1%,EXPRESS AIR,Tonja Turnell,EAST,CORPORATE                ,OFFICE SUPPLIES,PAPER,COMPUTER PAPER,Xerox 1932,SMALL BOX,10184,03/13/2008,03/27/2008,OUT OF STOCK
433,3-MEDIUM,"$1,434.14",6%,REGULAR AIR,Rose O'Brian-Murray,EAST,SMALL BUSINESS           ,OFFICE SUPPLIES,PAPER,COMPUTER PAPER,Xerox 1942,SMALL BOX,10185,03/13/2008,03/29/2008,OUT OF STOCK
434,5-LOW,"$1,301.65",12%,REGULAR AIR,Tracy Zic,EAST,HOME OFFICE              ,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,Profile 300,SMALL BOX,10186,03/13/2008,07/10/2008,OUT OF STOCK
422,4-NOT SPECIFIED,$78.51,2%,REGULAR AIR,Paul Prost,EAST,SMALL BUSINESS           ,OFFICE SUPPLIES,PAPER,COPY PAPER,Xerox 1904,SMALL BOX,10181,03/12/2008,03/29/2008,OUT OF STOCK
423,4-NOT SPECIFIED,"$2,659.61",11%,EXPRESS AIR,Paul Prost,EAST,SMALL BUSINESS           ,OFFICE SUPPLIES,STORAGE & ORGANIZATION,PORTABLE STORAGE,Letter Size Cart,SMALL BOX,10181,03/12/2008,03/27/2008,OUT OF STOCK
424,3-MEDIUM,$79.47,8%,REGULAR AIR,Quincy Jones,WEST,SMALL BUSINESS           ,OFFICE SUPPLIES,PENS & ART SUPPLIES,ART SUPPLIES,Newell 323,WRAP BAG,10182,03/12/2008,03/29/2008,OUT OF STOCK
425,3-MEDIUM,$76.09,12%,EXPRESS AIR,Quincy Jones,WEST,SMALL BUSINESS           ,OFFICE SUPPLIES,LABELS,FILE LABELS,Avery 493,SMALL BOX,10182,03/12/2008,03/25/2008,IN STOCK
426,3-MEDIUM,$142.50,11%,REGULAR AIR,Quincy Jones,WEST,SMALL BUSINESS           ,OFFICE SUPPLIES,PAPER,WRITINGS PADS,Unpadded Memo Slips,WRAP BAG,10182,03/12/2008,03/28/2008,OUT OF STOCK
417,4-NOT SPECIFIED,$5.53,12%,REGULAR AIR,Michael Moore,EAST,HOME OFFICE              ,OFFICE SUPPLIES,PENS & ART SUPPLIES,ART SUPPLIES,Newell 326,WRAP BAG,10179,03/11/2008,03/26/2008,IN STOCK
418,4-NOT SPECIFIED,$149.21,7%,REGULAR AIR,Michael Moore,EAST,HOME OFFICE              ,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,HEAVY DUTY BINDERS,Surelock™ Post Binders,SMALL BOX,10179,03/11/2008,03/26/2008,OUT OF STOCK
419,4-NOT SPECIFIED,$20.73,6%,REGULAR AIR,Michael Moore,EAST,HOME OFFICE              ,OFFICE SUPPLIES,STORAGE & ORGANIZATION,PLASTIC STORAGE,Akro Stacking Bins,SMALL BOX,10179,03/11/2008,03/27/2008,OUT OF STOCK
420,4-NOT SPECIFIED,"$5,016.25",8%,REGULAR AIR,Michael Moore,EAST,HOME OFFICE              ,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,Siemens 300 Series Flip,SMALL BOX,10179,03/11/2008,03/27/2008,OUT OF STOCK
421,4-NOT SPECIFIED,$160.92,5%,REGULAR AIR,Sue Ann Reed-Freeman,WEST,CORPORATE                ,OFFICE SUPPLIES,PENS & ART SUPPLIES,ART SUPPLIES,Newell 349,WRAP BAG,10180,03/11/2008,03/28/2008,OUT OF STOCK
411,1-URGENT,$215.10,8%,REGULAR AIR,Lynn Smith-Reed,EAST,SMALL BUSINESS           ,OFFICE SUPPLIES,STORAGE & ORGANIZATION,PORTABLE STORAGE,Portable Personal File Box,SMALL BOX,10175,03/09/2008,03/26/2008,OUT OF STOCK
412,1-URGENT,"$8,535.60",2%,REGULAR AIR,Lynn Smith-Reed,EAST,SMALL BUSINESS           ,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,Nokia LX-588,SMALL BOX,10175,03/09/2008,03/24/2008,IN STOCK
413,4-NOT SPECIFIED,"$4,952.79",8%,REGULAR AIR,Noel Staavos,EAST,SMALL BUSINESS           ,FURNITURE,CHAIRS & CHAIRMATS,OFFICE CHAIRS,Safco Contoured Stacking Chairs,LARGE BOX,10176,03/09/2008,03/26/2008,OUT OF STOCK
414,4-NOT SPECIFIED,$858.08,0%,DELIVERY TRUCK,Noel Staavos,EAST,SMALL BUSINESS           ,TECHNOLOGY,OFFICE MACHINES,PRINTERS,Epson FX-980 Dot Matrix Printer,JUMBO DRUM,10176,03/09/2008,04/03/2008,OUT OF STOCK
415,3-MEDIUM,$589.43,8%,EXPRESS AIR,Maurice Satty,WEST,SMALL BUSINESS           ,TECHNOLOGY,COMPUTER PERIPHERALS,KEYBOARDS,Fellowes EZ Multi-Media Keyboard,SMALL BOX,10177,03/09/2008,03/22/2008,IN STOCK
416,4-NOT SPECIFIED,$711.28,8%,EXPRESS AIR,Lela Donovan,WEST,CORPORATE                ,OFFICE SUPPLIES,STORAGE & ORGANIZATION,PORTABLE STORAGE,File Shuttle I and Handi-File,SMALL BOX,10178,03/09/2008,03/22/2008,OUT OF STOCK
410,1-URGENT,$269.65,2%,REGULAR AIR,Mathew Reese,EAST,HOME OFFICE              ,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,BINDING SUPPLIES,GBC Instant Report Kit,SMALL BOX,10174,03/08/2008,03/24/2008,OUT OF STOCK
400,1-URGENT,$376.00,6%,REGULAR AIR,Henia Zydlo,CENTRAL,CORPORATE                ,OFFICE SUPPLIES,PAPER,COMPUTER PAPER,Xerox 1940,SMALL BOX,10171,03/07/2008,03/24/2008,OUT OF STOCK
401,1-URGENT,$133.41,7%,REGULAR AIR,Henia Zydlo,CENTRAL,CORPORATE                ,OFFICE SUPPLIES,PAPER,COPY PAPER,Xerox 208,SMALL BOX,10171,03/07/2008,03/22/2008,IN STOCK
402,1-URGENT,$805.25,5%,EXPRESS AIR,Henia Zydlo,CENTRAL,CORPORATE                ,OFFICE SUPPLIES,STORAGE & ORGANIZATION,PORTABLE STORAGE,File Shuttle I and Handi-File,SMALL BOX,10171,03/07/2008,03/20/2008,IN STOCK
403,1-URGENT,$38.63,6%,EXPRESS AIR,Henia Zydlo,CENTRAL,CORPORATE                ,OFFICE SUPPLIES,LABELS,STANDARD LABELS,Avery White Multi-Purpose Labels,SMALL BOX,10171,03/07/2008,03/20/2008,IN STOCK
404,1-URGENT,"$3,726.30",12%,EXPRESS AIR,Henia Zydlo,CENTRAL,CORPORATE                ,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,Nokia 282,SMALL BOX,10171,03/07/2008,03/22/2008,OUT OF STOCK
405,1-URGENT,$276.79,2%,REGULAR AIR,Henia Zydlo,CENTRAL,CORPORATE                ,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,StarTAC 7760,SMALL BOX,10171,03/07/2008,03/23/2008,OUT OF STOCK
406,2-HIGH,$137.64,0%,EXPRESS AIR,Hilary Holden,EAST,CORPORATE                ,OFFICE SUPPLIES,PAPER,COPY PAPER,Xerox 1928,SMALL BOX,10172,03/07/2008,03/22/2008,IN STOCK
407,2-HIGH,"$3,188.12",1%,REGULAR AIR,Hilary Holden,EAST,CORPORATE                ,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,Siemens Accessory34,WRAP BAG,10172,03/07/2008,03/24/2008,OUT OF STOCK
408,2-HIGH,$154.97,1%,REGULAR AIR,Maurice Satty,CENTRAL,SMALL BUSINESS           ,TECHNOLOGY,COMPUTER PERIPHERALS,MEDIA,Hewlett-Packard 4.7GB DVD+R Discs,SMALL PACK,10173,03/07/2008,03/23/2008,OUT OF STOCK
409,2-HIGH,"$9,497.02",4%,REGULAR AIR,Maurice Satty,CENTRAL,SMALL BUSINESS           ,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,Nokia 6160i,SMALL BOX,10173,03/07/2008,03/23/2008,OUT OF STOCK
399,4-NOT SPECIFIED,"$1,215.05",6%,REGULAR AIR,Robert Marley,CENTRAL,SMALL BUSINESS           ,TECHNOLOGY,COMPUTER PERIPHERALS,KEYBOARDS,Microsoft Multimedia Keyboard,SMALL BOX,10170,03/06/2008,03/22/2008,OUT OF STOCK
394,5-LOW,$829.21,11%,EXPRESS AIR,Maurice Satty,WEST,CORPORATE                ,OFFICE SUPPLIES,PAPER,COMPUTER PAPER,Xerox 1935,SMALL BOX,10167,03/05/2008,07/17/2008,OUT OF STOCK
395,1-URGENT,$761.84,4%,REGULAR AIR,Victor Price,EAST,HOME OFFICE              ,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,Siemens Accessory9,SMALL PACK,10168,03/05/2008,03/22/2008,OUT OF STOCK
396,1-URGENT,"$1,863.72",5%,REGULAR AIR,Jack O'Briant,CENTRAL,CONSUMER                 ,OFFICE SUPPLIES,PAPER,COMPUTER PAPER,Xerox 1916,SMALL BOX,10169,03/05/2008,03/21/2008,OUT OF STOCK
397,1-URGENT,$437.72,2%,REGULAR AIR,Jack O'Briant,CENTRAL,CONSUMER                 ,OFFICE SUPPLIES,PAPER,COMPUTER PAPER,Xerox 1936,SMALL BOX,10169,03/05/2008,03/22/2008,OUT OF STOCK
398,1-URGENT,$364.05,11%,REGULAR AIR,Jack O'Briant,CENTRAL,CONSUMER                 ,OFFICE SUPPLIES,PENS & ART SUPPLIES,PENCILS,50 Colored Long Pencils,WRAP BAG,10169,03/05/2008,03/21/2008,OUT OF STOCK
388,4-NOT SPECIFIED,$179.11,11%,REGULAR AIR,Lela Donovan,WEST,SMALL BUSINESS           ,OFFICE SUPPLIES,PENS & ART SUPPLIES,ART SUPPLIES,Newell 31,WRAP BAG,10165,03/04/2008,03/21/2008,OUT OF STOCK
389,4-NOT SPECIFIED,"$1,488.91",7%,REGULAR AIR,Lela Donovan,WEST,SMALL BUSINESS           ,OFFICE SUPPLIES,PAPER,COPY PAPER,Xerox 1960,SMALL BOX,10165,03/04/2008,03/21/2008,OUT OF STOCK
390,4-NOT SPECIFIED,$234.29,8%,REGULAR AIR,Lela Donovan,WEST,SMALL BUSINESS           ,TECHNOLOGY,COMPUTER PERIPHERALS,KEYBOARDS,Belkin ErgoBoard™ Keyboard,SMALL BOX,10165,03/04/2008,03/21/2008,OUT OF STOCK
391,4-NOT SPECIFIED,"$1,722.72",10%,REGULAR AIR,Lela Donovan,WEST,SMALL BUSINESS           ,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,Siemens Accessory30,WRAP BAG,10165,03/04/2008,03/21/2008,IN STOCK
392,2-HIGH,"$1,057.52",11%,REGULAR AIR,Maxwell Schwartz,EAST,CORPORATE                ,OFFICE SUPPLIES,PAPER,COMPUTER PAPER,Xerox 1940,SMALL BOX,10166,03/04/2008,03/20/2008,OUT OF STOCK
393,2-HIGH,"$1,094.85",2%,REGULAR AIR,Maxwell Schwartz,EAST,CORPORATE                ,OFFICE SUPPLIES,STORAGE & ORGANIZATION,PORTABLE STORAGE,Eldon Portable Mobile Manager,MEDIUM BOX,10166,03/04/2008,03/20/2008,OUT OF STOCK
384,2-HIGH,$27.44,11%,REGULAR AIR,Michael Oakman,WEST,CONSUMER                 ,OFFICE SUPPLIES,PENS & ART SUPPLIES,ART SUPPLIES,"Crayola Anti Dust Chalk, 12/Pack",WRAP BAG,10163,03/03/2008,03/20/2008,OUT OF STOCK
385,2-HIGH,"$1,797.15",4%,REGULAR AIR,Michael Oakman,WEST,CONSUMER                 ,TECHNOLOGY,COMPUTER PERIPHERALS,KEYBOARDS,Microsoft Office Keyboard,SMALL BOX,10163,03/03/2008,03/20/2008,OUT OF STOCK
386,2-HIGH,$19.96,8%,REGULAR AIR,Michael Oakman,WEST,CONSUMER                 ,OFFICE SUPPLIES,RUBBER BANDS,PINS AND TACKS,OIC Thumb-Tacks,WRAP BAG,10163,03/03/2008,03/20/2008,OUT OF STOCK
387,4-NOT SPECIFIED,"$1,919.73",6%,REGULAR AIR,Dario Medina,CENTRAL,CORPORATE                ,OFFICE SUPPLIES,PAPER,COMPUTER PAPER,Xerox 1890,SMALL BOX,10164,03/03/2008,03/19/2008,OUT OF STOCK
364,4-NOT SPECIFIED,$254.29,0%,REGULAR AIR,Skye Norling-Christen,CENTRAL,CORPORATE                ,OFFICE SUPPLIES,PAPER,COMPUTER PAPER,Xerox 1887,SMALL BOX,10157,03/02/2008,03/18/2008,OUT OF STOCK
365,4-NOT SPECIFIED,$165.19,12%,REGULAR AIR,Skye Norling-Christen,CENTRAL,CORPORATE                ,OFFICE SUPPLIES,LABELS,STANDARD LABELS,Avery 516,SMALL BOX,10157,03/02/2008,03/19/2008,OUT OF STOCK
366,5-LOW,$195.43,8%,REGULAR AIR,Sue Ann Reed-Freeman,CENTRAL,HOME OFFICE              ,OFFICE SUPPLIES,PAPER,COPY PAPER,Xerox 1969,SMALL BOX,10158,03/02/2008,07/03/2008,OUT OF STOCK
367,5-LOW,"$2,000.17",6%,REGULAR AIR,Sue Ann Reed-Freeman,CENTRAL,HOME OFFICE              ,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,Profile 300,SMALL BOX,10158,03/02/2008,06/25/2008,OUT OF STOCK
368,5-LOW,$881.36,10%,REGULAR AIR,Sue Ann Reed-Freeman,CENTRAL,HOME OFFICE              ,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,StarTAC Series,SMALL BOX,10158,03/02/2008,07/03/2008,IN STOCK
369,3-MEDIUM,$14.35,4%,REGULAR AIR,Jennifer Patt,EAST,SMALL BUSINESS           ,OFFICE SUPPLIES,LABELS,FILE LABELS,Avery 490,SMALL BOX,10159,03/02/2008,03/17/2008,OUT OF STOCK
370,3-MEDIUM,$45.97,11%,REGULAR AIR,Jennifer Patt,EAST,SMALL BUSINESS           ,OFFICE SUPPLIES,PENS & ART SUPPLIES,PENCILS,Staples* #2 Yellow Pencils,WRAP BAG,10159,03/02/2008,03/19/2008,OUT OF STOCK
371,3-MEDIUM,"$3,005.72",0%,DELIVERY TRUCK,Jennifer Patt,EAST,SMALL BUSINESS           ,TECHNOLOGY,OFFICE MACHINES,PRINTERS,Lexmark Z65 Color Inkjet Printer,JUMBO BOX,10159,03/02/2008,03/28/2008,IN STOCK
372,3-MEDIUM,$49.17,10%,EXPRESS AIR,Jennifer Patt,EAST,SMALL BUSINESS           ,OFFICE SUPPLIES,"SCISSORS, RULERS AND TRIMMERS",SCISSORS,Acme® Kleen Earth® Office Shears,SMALL PACK,10159,03/02/2008,03/16/2008,IN STOCK
373,3-MEDIUM,"$1,149.00",12%,EXPRESS AIR,Jennifer Patt,EAST,SMALL BUSINESS           ,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,Nokia 636,SMALL BOX,10159,03/02/2008,03/15/2008,OUT OF STOCK
374,3-MEDIUM,$50.16,2%,REGULAR AIR,Shui Tom,CENTRAL,CORPORATE                ,OFFICE SUPPLIES,PENS & ART SUPPLIES,ART SUPPLIES,Crayola Colored Pencils,WRAP BAG,10160,03/02/2008,03/18/2008,OUT OF STOCK
375,3-MEDIUM,$190.08,12%,REGULAR AIR,Shui Tom,CENTRAL,CORPORATE                ,OFFICE SUPPLIES,PAPER,COPY PAPER,Xerox 1903,SMALL BOX,10160,03/02/2008,03/19/2008,OUT OF STOCK
376,3-MEDIUM,"$1,456.42",5%,DELIVERY TRUCK,Shui Tom,CENTRAL,CORPORATE                ,FURNITURE,CHAIRS & CHAIRMATS,OFFICE CHAIRS,"Global Value Steno Chair, Gray",JUMBO DRUM,10160,03/02/2008,03/28/2008,OUT OF STOCK
377,3-MEDIUM,"$5,500.60",1%,REGULAR AIR,Shui Tom,CENTRAL,CORPORATE                ,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,Timeport L7082,SMALL BOX,10160,03/02/2008,03/19/2008,OUT OF STOCK
378,1-URGENT,$183.02,0%,REGULAR AIR,MaryBeth Skach,EAST,CORPORATE                ,OFFICE SUPPLIES,PAPER,COPY PAPER,Xerox 1993,SMALL BOX,10161,03/02/2008,03/17/2008,OUT OF STOCK
379,1-URGENT,$49.94,12%,REGULAR AIR,MaryBeth Skach,EAST,CORPORATE                ,FURNITURE,OFFICE FURNISHINGS,DESK LAMPS,Magnifier Swing Arm Lamp,LARGE BOX,10161,03/02/2008,03/18/2008,OUT OF STOCK
380,1-URGENT,"$3,162.42",1%,REGULAR AIR,MaryBeth Skach,EAST,CORPORATE                ,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,Nokia T2297,SMALL BOX,10161,03/02/2008,03/19/2008,OUT OF STOCK
381,3-MEDIUM,$92.83,7%,REGULAR AIR,Seth Vernon,EAST,HOME OFFICE              ,OFFICE SUPPLIES,LABELS,FILE LABELS,Avery 508,SMALL BOX,10162,03/02/2008,03/18/2008,IN STOCK
382,3-MEDIUM,$460.02,5%,REGULAR AIR,Seth Vernon,EAST,HOME OFFICE              ,FURNITURE,OFFICE FURNISHINGS,FRAMES,Flat Face Poster Frame,WRAP BAG,10162,03/02/2008,03/18/2008,OUT OF STOCK
383,3-MEDIUM,$76.84,11%,REGULAR AIR,Seth Vernon,EAST,HOME OFFICE              ,OFFICE SUPPLIES,RUBBER BANDS,PINS AND TACKS,Staples Pushpins,WRAP BAG,10162,03/02/2008,03/19/2008,OUT OF STOCK
361,2-HIGH,$20.90,10%,REGULAR AIR,Dave Hallsten,EAST,SMALL BUSINESS           ,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,BINDING SUPPLIES,GBC Poly Designer Binding Covers,SMALL BOX,10156,03/01/2008,03/17/2008,OUT OF STOCK
362,2-HIGH,$780.70,0%,REGULAR AIR,Dave Hallsten,EAST,SMALL BUSINESS           ,OFFICE SUPPLIES,PAPER,COPY PAPER,Xerox 1902,SMALL BOX,10156,03/01/2008,03/17/2008,OUT OF STOCK
363,2-HIGH,$882.40,0%,DELIVERY TRUCK,Dave Hallsten,EAST,SMALL BUSINESS           ,FURNITURE,TABLES,MEETING ROOM TABLES,KI Adjustable-Height Table,JUMBO BOX,10156,03/01/2008,03/27/2008,OUT OF STOCK
351,4-NOT SPECIFIED,$148.81,8%,REGULAR AIR,Speros Goranitis,WEST,SMALL BUSINESS           ,OFFICE SUPPLIES,PENS & ART SUPPLIES,ART SUPPLIES,Newell 342,WRAP BAG,10153,02/29/2008,03/16/2008,OUT OF STOCK
352,4-NOT SPECIFIED,$703.49,11%,EXPRESS AIR,Speros Goranitis,WEST,SMALL BUSINESS           ,TECHNOLOGY,COMPUTER PERIPHERALS,KEYBOARDS,Logitech Access Keyboard,SMALL BOX,10153,02/29/2008,03/15/2008,OUT OF STOCK
353,4-NOT SPECIFIED,$54.93,5%,REGULAR AIR,Speros Goranitis,WEST,SMALL BUSINESS           ,OFFICE SUPPLIES,PENS & ART SUPPLIES,PENCIL SHARPENERS,Staples SlimLine Pencil Sharpener,SMALL PACK,10153,02/29/2008,03/16/2008,OUT OF STOCK
354,4-NOT SPECIFIED,"$4,601.80",2%,EXPRESS AIR,Speros Goranitis,WEST,SMALL BUSINESS           ,OFFICE SUPPLIES,STORAGE & ORGANIZATION,SHELVING,Safco Industrial Wire Shelving,LARGE BOX,10153,02/29/2008,03/14/2008,IN STOCK
355,4-NOT SPECIFIED,$897.92,6%,REGULAR AIR,Sharelle Roach-McGee,CENTRAL,CORPORATE                ,OFFICE SUPPLIES,PAPER,COMPUTER PAPER,Xerox 1882,SMALL BOX,10154,02/29/2008,03/17/2008,OUT OF STOCK
356,4-NOT SPECIFIED,$70.37,8%,REGULAR AIR,Sharelle Roach-McGee,CENTRAL,CORPORATE                ,FURNITURE,OFFICE FURNISHINGS,FRAMES,3M Hangers With Command Adhesive,WRAP BAG,10154,02/29/2008,03/16/2008,OUT OF STOCK
357,4-NOT SPECIFIED,$984.63,12%,REGULAR AIR,Sharelle Roach-McGee,CENTRAL,CORPORATE                ,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,Siemens 600 Series Flip,SMALL BOX,10154,02/29/2008,03/16/2008,OUT OF STOCK
358,4-NOT SPECIFIED,"$4,515.47",6%,REGULAR AIR,Sharelle Roach-McGee,CENTRAL,CORPORATE                ,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,TimeportP7382,SMALL BOX,10154,02/29/2008,03/16/2008,OUT OF STOCK
359,2-HIGH,$356.29,12%,EXPRESS AIR,Laura Armstrong,WEST,SMALL BUSINESS           ,FURNITURE,OFFICE FURNISHINGS,FRAMES,Contemporary Wood/Metal Frame,SMALL BOX,10155,02/29/2008,03/14/2008,OUT OF STOCK
360,2-HIGH,$255.48,10%,DELIVERY TRUCK,Laura Armstrong,WEST,SMALL BUSINESS           ,FURNITURE,TABLES,SHOP TABLES,Safco Drafting Table,JUMBO DRUM,10155,02/29/2008,03/27/2008,OUT OF STOCK
344,4-NOT SPECIFIED,$40.37,8%,REGULAR AIR,Hallie Redmond,EAST,CORPORATE                ,OFFICE SUPPLIES,PENS & ART SUPPLIES,ART SUPPLIES,Newell 325,WRAP BAG,10151,02/28/2008,03/15/2008,OUT OF STOCK
345,4-NOT SPECIFIED,"$22,625.86",2%,REGULAR AIR,Hallie Redmond,EAST,CORPORATE                ,TECHNOLOGY,COPIERS AND FAX,COPIERS,Canon Image Class D660 Copier,LARGE BOX,10151,02/28/2008,03/15/2008,OUT OF STOCK
346,4-NOT SPECIFIED,$97.04,1%,REGULAR AIR,Hallie Redmond,EAST,CORPORATE                ,OFFICE SUPPLIES,PAPER,COPY PAPER,Xerox 1955,SMALL BOX,10151,02/28/2008,03/16/2008,OUT OF STOCK
347,4-NOT SPECIFIED,$182.48,1%,REGULAR AIR,Hallie Redmond,EAST,CORPORATE                ,OFFICE SUPPLIES,PAPER,COPY PAPER,Xerox 1964,SMALL BOX,10151,02/28/2008,03/15/2008,OUT OF STOCK
348,4-NOT SPECIFIED,$98.71,2%,EXPRESS AIR,Hallie Redmond,EAST,CORPORATE                ,OFFICE SUPPLIES,PENS & ART SUPPLIES,HIGHLIGHTERS,BIC® Brite Liner® Highlighters,WRAP BAG,10151,02/28/2008,03/14/2008,OUT OF STOCK
349,4-NOT SPECIFIED,$60.66,1%,REGULAR AIR,Hallie Redmond,EAST,CORPORATE                ,TECHNOLOGY,COMPUTER PERIPHERALS,MEDIA,"Maxell 74 Minute CDR, 10/Pack",SMALL PACK,10151,02/28/2008,03/15/2008,OUT OF STOCK
350,4-NOT SPECIFIED,$299.34,0%,REGULAR AIR,Sarah Jordon-Smith,WEST,CORPORATE                ,OFFICE SUPPLIES,LABELS,STANDARD LABELS,Avery 500,SMALL BOX,10152,02/28/2008,03/15/2008,OUT OF STOCK
337,5-LOW,$704.17,12%,REGULAR AIR,Tanja Norvell,EAST,CONSUMER                 ,TECHNOLOGY,OFFICE MACHINES,CALCULATORS,Canon MP41DH Printing Calculator,MEDIUM BOX,10148,02/27/2008,06/21/2008,OUT OF STOCK
338,5-LOW,$137.43,5%,REGULAR AIR,Tanja Norvell,EAST,CONSUMER                 ,OFFICE SUPPLIES,PAPER,COMPUTER PAPER,Xerox 1935,SMALL BOX,10148,02/27/2008,07/07/2008,OUT OF STOCK
339,5-LOW,$144.39,4%,REGULAR AIR,Tanja Norvell,EAST,CONSUMER                 ,OFFICE SUPPLIES,PAPER,COPY PAPER,Xerox 1978,SMALL BOX,10148,02/27/2008,07/03/2008,IN STOCK
340,5-LOW,"$1,449.46",12%,REGULAR AIR,Tanja Norvell,EAST,CONSUMER                 ,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,Nokia 6185i,SMALL BOX,10148,02/27/2008,06/28/2008,OUT OF STOCK
341,5-LOW,$176.55,8%,REGULAR AIR,Sandra Glassco,WEST,HOME OFFICE              ,OFFICE SUPPLIES,PAPER,COPY PAPER,Xerox 1959,SMALL BOX,10149,02/27/2008,06/22/2008,OUT OF STOCK
342,5-LOW,$361.67,11%,REGULAR AIR,Sandra Glassco,WEST,HOME OFFICE              ,OFFICE SUPPLIES,STORAGE & ORGANIZATION,PORTABLE STORAGE,Eldon Simplefile® Box Office®,MEDIUM BOX,10149,02/27/2008,06/22/2008,OUT OF STOCK
343,2-HIGH,"$1,032.54",7%,REGULAR AIR,Mary O'Rourke,WEST,CONSUMER                 ,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,ROUND RING BINDERS,Avery Legal 4-Ring Binder,SMALL BOX,10150,02/27/2008,03/14/2008,OUT OF STOCK
333,3-MEDIUM,$319.97,1%,REGULAR AIR,Nona Balk,EAST,SMALL BUSINESS           ,FURNITURE,OFFICE FURNISHINGS,DOOR ACCESSORIES,Ultra Door Pull Handle,SMALL PACK,10147,02/26/2008,03/13/2008,IN STOCK
334,3-MEDIUM,"$1,359.42",8%,REGULAR AIR,Nona Balk,EAST,SMALL BUSINESS           ,TECHNOLOGY,COMPUTER PERIPHERALS,KEYBOARDS,Keytronic French Keyboard,SMALL BOX,10147,02/26/2008,03/13/2008,OUT OF STOCK
335,3-MEDIUM,"$4,228.75",1%,DELIVERY TRUCK,Nona Balk,EAST,SMALL BUSINESS           ,FURNITURE,CHAIRS & CHAIRMATS,OFFICE CHAIRS,Global Low Back Tilter Chair,JUMBO DRUM,10147,02/26/2008,03/24/2008,OUT OF STOCK
336,3-MEDIUM,"$1,102.84",4%,DELIVERY TRUCK,Nona Balk,EAST,SMALL BUSINESS           ,TECHNOLOGY,OFFICE MACHINES,PRINTERS,Canon S750 Color Inkjet Printer,JUMBO DRUM,10147,02/26/2008,03/22/2008,OUT OF STOCK
315,1-URGENT,$407.16,5%,REGULAR AIR,Iggy Osterman,EAST,CORPORATE                ,OFFICE SUPPLIES,LABELS,FILE LABELS,Avery 473,SMALL BOX,10141,02/25/2008,03/12/2008,OUT OF STOCK
